,lat_grid,lon_grid,view_possible
0,47.0,5.0,True
1,47.0,6.0,False
2,47.0,7.0,True
3,47.0,8.0,False
4,46.333333333333336,5.0,True
5,46.333333333333336,6.0,True
6,46.333333333333336,7.0,False
7,46.333333333333336,8.0,False
8,45.666666666666664,5.0,True
9,45.666666666666664,6.0,True
10,45.666666666666664,7.0,True
11,45.666666666666664,8.0,False
12,45.0,5.0,False
13,45.0,6.0,False
14,45.0,7.0,False
15,45.0,8.0,False
