Name,latitude,longitude
464. Piz Sena (3075 m),46.35305556,10.11000000
465. Bristen (3073 m),46.73694444,8.68111111
466. Wildkarspitze (3073 m),47.17250000,12.13916667
467. Pizzo Campo Tencia (3072 m),46.42972222,8.72611111
468. Chüebodenhorn (3070 m),46.50805556,8.45305556
Tête de la Cassille (3069 m),45.04388889,6.49944444
469. La Meyna (3067 m),44.48111111,6.85861111
470. Geltenhorn (3065 m),46.34638889,7.33444444
471. Cunturines / Conturines (3064 m),46.57583333,11.97777778
472. Hoher Prijakt (3064 m),46.91555556,12.71277778
473. Pte des Rochers Charniers (3063 m),44.98777778,6.73555556
474. Hoch Ducan (3063 m),46.68944444,9.85138889
475. Mont Fallère (3061 m),45.77555556,7.19416667
476. Pizzo Gallina (3061 m),46.49472222,8.39194444
477. Seeköpfe (3061 m),47.04444444,10.26750000
478. Piz Grisch (3060 m),46.53111111,9.47277778
492. Rosenspitze (3049 m),46.98833333,12.25444444
Grand Queyron (3060 m),44.84277778,7.00166667
479. Grabspitze (3059 m),46.93861111,11.61444444
480. Monte Vago (3059 m),46.44083333,10.07888889
481. Sasso Vernale (3058 m),46.41888889,11.84055556
482. Bruschghorn (3056 m),46.63111111,9.30666667
483. Patteriol (3056 m),47.04416667,10.18750000
484. Aig. des Corneillets (3055 m),45.32250000,6.66138889
Innere Wetterspitze (3053 m),46.99638889,11.24638889
485. Piz Forun (3052 m),46.65527778,9.86500000
486. Grand Muveran (3051 m),46.23722222,7.12611111
487. Mont Pelat (3051 m),44.26500000,6.70583333
488. Pizzo Coca (3050 m),46.07166667,10.01138889
489. Piz Minor (3049 m),46.45111111,10.02833333
490. Gross Lohner (3049 m),46.46194444,7.60000000
491. Le Rochail (Pte de Malhaubert) (3049 m),44.97527778,6.03250000
493. Aig. du Fruit (3048 m),45.35555556,6.63138889
495. Grand Argentier / Pta Nera (3046 m),45.12222222,6.65861111
494. Grand Bérard (3046 m),44.44944444,6.65972222
496. Piz Murtera (3044 m),46.77527778,10.04027778
497. Gross Wendenstock (3042 m),46.76166667,8.38027778
498. Monte Albergian (3041 m),45.00750000,6.99277778
499. Piz Gannaretsch (3040 m),46.61194444,8.78666667
500. Alperschällihorn (3039 m),46.58666667,9.30666667
501. Pta Scais (3039 m),46.06861111,9.98444444
502. Bric Ghinivert (3037 m),44.95138889,6.99111111
503. Parseierspitze (3036 m),47.17444444,10.47833333
504. Hexenkopf (3035 m),47.02111111,10.46944444
Piz Umbrail (3033 m),46.55083333,10.41444444
505. Tête de Siguret (3032 m),44.44166667,6.78833333
506. Pizzo Ligoncio (3032 m),46.23888889,9.54777778
507. Becca di Vlou (3032 m),45.69166667,7.79222222
508. Piz S-chalembert (3031 m),46.80083333,10.41333333
509. Mont Ténibre / M. Tenibres (3031 m),44.28388889,6.97222222
Piz Cotschen (3031 m),46.81305556,10.17694444
511. Piz Por (3028 m),46.50944444,9.38416667
512. Bündner Vorab (3028 m),46.87388889,9.15666667
513. Corno di Ban (3028 m),46.41777778,8.36111111
514. Zehner / Sas dales Diesc (3026 m),46.62222222,11.96055556
510. Monte Politri (3026 m),44.99111111,7.01861111
515. Furchetta / Furcheta  (3025 m),46.61222222,11.77333333
515. Sas Rigais  (3025 m),46.60916667,11.76666667
517. Piz Corbet (3025 m),46.37972222,9.28027778
518. Corno Bussola / M de Boussolaz (3024 m),45.79555556,7.73611111
519. Wendenhorn (3023 m),46.75388889,8.44361111
520. Wurmaulspitze (3022 m),46.91388889,11.63777778
521. Pte de la Vallaisonnay (3020 m),45.45805556,6.81777778
522. Pic du Mas de la Grave (3020 m),45.12083333,6.24611111
523. Cimet (3020 m),44.29000000,6.70500000
524. Viso Mozzo (3019 m),44.67472222,7.11000000
525. Piz Blas (3019 m),46.57722222,8.72805556
526. Gamspleisspitze (3015 m),46.93166667,10.24194444
527. Hochreichkopf (3010 m),47.17027778,10.96972222
528. Cima dell'Uomo (3010 m),46.40611111,11.80833333
529. Monte Giove (3009 m),46.36138889,8.38805556
530. Acherkogel (3008 m),47.18916667,10.95666667
531. Monte Avic (3007 m),45.67694444,7.55472222
532. Älplihorn (3006 m),46.71083333,9.82583333
533. Ritterkopf (3006 m),47.10250000,12.94944444
534. Furgler (3004 m),47.04027778,10.51222222
535. Kesselkogel / Catinaccio d'Antermoia (3002 m),46.47444444,11.64361111
536. Pizzas d'Anarosa / Grauhörner (3002 m),46.59888889,9.31583333
537. Gigalitz (3001 m),47.05777778,11.89111111
538. Große Zinne / Cima Grande di Lavaredo (2999 m),46.61888889,12.30277778
539. Pizzo Centrale (2999 m),46.57805556,8.61500000
540. Cima Falkner (2999 m),46.19333333,10.90472222
541. Piz Beverin (2998 m),46.65250000,9.35777778
Pic d'Artsinol (2998 m),46.11500000,7.42694444
542. Bric Bouchet /Bric Bucie (2997 m),44.82194444,7.02388889
543. Hoher Dachstein (2995 m),47.47527778,13.60555556
544. Roignais (2995 m),45.64305556,6.68888889
545. Rote Säule (2994 m),47.14666667,12.44388889
546. Le Mourre Froid (2993 m),44.63833333,6.40027778
547. Grand Parpaillon (2990 m),44.49388889,6.65194444
548. Mittler Fanis / Fanis di Mezzo (2989 m),46.55138889,12.01416667
549. Felber Tauernkogel (2988 m),47.15777778,12.48388889
550. Piz de la Lumbreida (2983 m),46.48111111,9.22527778
551. Cima Bagni (2983 m),46.61527778,12.41027778
552. Pala di San Martino (2982 m),46.25361111,11.85083333
553. Rosengartenspitze / Cima Catinaccio (2981 m),46.45472222,11.62083333
554. Aroser Rothorn (2980 m),46.73777778,9.61388889
555. Ròthòre / Corno Rosso (2979 m),45.76694444,7.88027778
556. La Tsavre (2978 m),45.91555556,7.12944444
557. Grand Pic de Belledonne (2977 m),45.17083333,5.99166667
558. Pic de Colle Blanche (2975 m),44.75333333,6.17250000
559. Monte Redival (2973 m),46.30861111,10.61416667
560. Tsa at a l'Etsena / Chateleysine (2971 m),45.80138889,7.39972222
561. Cima Ovest / Westliche Zinne (2973 m),46.61861111,12.29722222
562. Piz Curvér (2972 m),46.60333333,9.49722222
563. Wildgrat (2971 m),47.14055556,10.82666667
564. Schilthorn (2970 m),46.55750000,7.83472222
565. Haut de Cry (2969 m),46.24027778,7.19500000
566. Grieshorn (2969 m),46.45138889,8.39305556
567. Dent de Morcles (2969 m),46.19916667,7.07555556
568. Piz Daint (2968 m),46.61861111,10.29083333
569. Neuner / Sas dles Nü (2968 m),46.63027778,11.98111111
Cima del Duca (2968 m),46.28777778,9.79611111
570. Serottini (2967 m),46.29083333,10.34777778
571. Schober (2967 m),47.03444444,13.46833333
572. Haunold (2966 m),46.68861111,12.27750000
573. Schesaplana (2965 m),47.05361111,9.70750000
574. Aig. du Belvédère (2965 m),45.98777778,6.87361111
575. Reißeck (2965 m),46.94722222,13.36444444
576. Monte Tagliaferro (2964 m),45.87250000,7.97083333
577. Piz Turettas (2963 m),46.58694444,10.33472222
578. Pizzo Lucendro (2963 m),46.53888889,8.51944444
579. Zugspitze (2962 m),47.42111111,10.98527778
580. Weiße Spitze (2962 m),46.87194444,12.35777778
581. Rienzenstock (2962 m),46.68305556,8.63500000
582. Marchhorn / Pta del Termine (2962 m),46.44861111,8.46250000
583. Tête de l'Estrop (2961 m),44.28666667,6.50583333
584. Cima Brenta Alta (2961 m),46.16027778,10.89638889
585. Piz Lagalb (2959 m),46.43166667,10.02361111
586. Cima Giner (2957 m),46.23722222,10.73250000
587. Piz Miez (2956 m),46.65472222,8.91666667
588. Tête de L'Enchastraye / Enciastraia (2954 m),44.36750000,6.88833333
589. Torent / Torrone Alto (2952 m),46.34361111,9.07111111
590. Brunnistock (2952 m),46.84777778,8.55000000
591. Crasta Mora (2952 m),46.57138889,9.86805556
592. Bättlihorn (2951 m),46.33250000,8.09388889
593. Corni di Nefelgiú (2951 m),46.39555556,8.37944444
Hochgrabe (2951 m),46.84888889,12.42166667
594. Crête de Lacha (2950 m),45.09722222,6.45944444
595. Asta Soprana (2950 m),44.20333333,7.31333333
596. Piz Tomül / Wissensteinhorn (2946 m),46.62333333,9.22833333
597. Piz Cavel (2946 m),46.65583333,9.01972222
598. Einshorn (2944 m),46.51611111,9.23027778
599. Gölbner (2943 m),46.82416667,12.50500000
600. Hochkönig (2941 m),47.42027778,13.06250000
601. Cime de la Condamine (2940 m),44.89250000,6.51972222
602. Gross Schinhorn / Pta di Valdeserta (2939 m),46.36111111,8.26083333
603. Pte de la Louïe Blanche (2939 m),45.66111111,6.91472222
604. Pizzo del Ramulazz S (2939 m),46.39666667,9.09277778
Monte Unghiasse (2939 m),45.41611111,7.29500000
605. Pic de Chabrières  (2938 m),44.57055556,6.62361111
606. Mont / Testa Malinvern (2938 m),44.19888889,7.18944444
607. Cime di Plator (2937 m),46.51500000,10.27055556
608. Pietra Grande (2937 m),46.23138889,10.89583333
609. Monte Gruf (2936 m),46.28611111,9.50583333
Mont du Grand Capelet (2935 m),44.07833333,7.42750000
610. Cimon del Froppa (2932 m),46.50722222,12.34055556
611. Monte Pettini (2932 m),46.53611111,10.22750000
612. Bärenhorn (2929 m),46.57555556,9.23194444
613. Tête du Pelvas/Monte Palavas (2929 m),44.79000000,6.99972222
614. Rosställispitz (2929 m),46.78916667,9.99361111
615. Schwarzhorn (2928 m),46.68611111,8.07555556
616. Rocher Blanc (2928 m),45.24166667,6.10722222
617. Badus / Six Madun (2928 m),46.62250000,8.66361111
618. Tête des Lauzières (2928 m),44.87416667,6.52833333
Vollandspitze (2928 m),47.01861111,10.17666667
619. Eggishorn (2927 m),46.43138889,8.09416667
620. Cima Bastioni Sud (2926 m),46.48527778,12.26777778
621. Pizzo del Diavolo della Malgina (2926 m),46.08472222,10.04666667
622. Edlenkopf (2923 m),47.13638889,12.92638889
623. Mährenhorn (2923 m),46.69166667,8.31083333
624. Birkenkofel (2922 m),46.68083333,12.25666667
625. Mont Revic (2922 m),45.68916667,7.56444444
626. Hochgasser (2922 m),47.15055556,12.52194444
Aig. du Grand Fond (2920 m),45.66638889,6.67083333
627. Monte Ciorneva (2918 m),45.26833333,7.26027778
628. Mulleter Seichenkopf (2918 m),46.91527778,12.83138889
629. Corno di Flavona (2918 m),46.24555556,10.89694444
630. Cima Bel Pra (2917 m),46.48444444,12.24111111
631. Dent Favre (2917 m),46.21027778,7.10388889
632. Pizzo del Diavolo di Tenda (2916 m),46.04527778,9.90805556
633. Pte Côte de l'Âne (2916 m),44.24444444,6.80472222
634. Maresenspitz (2916 m),47.00416667,13.23027778
635. L'Aupillon (2916 m),44.44888889,6.57861111
636. Glärnisch (2915 m),46.99500000,8.99527778
637. Pflunspitze (2912 m),47.07944444,10.13277778
638. Cristallina (2912 m),46.46472222,8.53694444
639. Beco Alto del Piz (2912 m),44.29888889,6.98083333
Monte Torena (2911 m),46.08833333,10.10305556
640. Pic du Béal Traversier (2910 m),44.75694444,6.68944444
641. Aig. de Cédéra (2909 m),44.73861111,6.28472222
642. Grande Séolane (2909 m),44.33777778,6.54638889
643. Puy Gris (2908 m),45.29583333,6.14611111
644. Pizzo Diei (2906 m),46.26472222,8.23805556
Les Grandes Aigs (2905 m),45.70555556,6.78500000
645. Signal du Lauvitel E (2904 m),44.93888889,6.04750000
646. Pic de Peyre Eyraute (2903 m),44.82277778,6.63055556
647. Piz Combul (2901 m),46.22972222,10.04388889
648. Grand Chavalard (2899 m),46.17861111,7.11305556
649. Becca di Nona (2898 m),45.83972222,7.41611111
650. Le Pouzenc (2898 m),44.45916667,6.51694444
651. Monte Frisozzo (2897 m),46.02444444,10.44916667
652. Holzgauer Wetterspitze (2895 m),47.20638889,10.36944444
653. Reinhart (2891 m),47.04222222,12.17972222
654. Regenstein (2891 m),46.86055556,12.49055556
655. Monte Orsiera (2890 m),45.06388889,7.10722222
656. Schwarzhorn / Piz Gren (2890 m),46.67750000,9.02277778
657. Monte Re di Castello (2889 m),46.02166667,10.48333333
658. Vorderseespitze (2889 m),47.18472222,10.36694444
659. Napfspitze (2888 m),46.93694444,11.73944444
660. Schildflue (2887 m),46.88055556,9.95638889
661. Wissigstock (2887 m),46.84555556,8.50666667
662. Lizumer Reckner (2886 m),47.14388889,11.63083333
663. Guggernüll (2886 m),46.52388889,9.27138889
664. Le Chevalier (2886 m),44.33055556,6.75916667
664. Pizzo Recastello (2886 m),46.05694444,10.07555556
666. Rietzer Grießkogel (2884 m),47.24583333,11.05944444
667. Monteaviolo (2881 m),46.18527778,10.39861111
668. Pte de la Terrasse (2881 m),45.67083333,6.72472222
669. Piz Fess (2880 m),46.72750000,9.28861111
670. Cima della Sasse (2878 m),46.35694444,12.06444444
670. Moiazza Sud (2878 m),46.33833333,12.05805556
672. Pte de Cloutzau (2878 m),45.00722222,6.74750000
673. Peitlerkofel / Sas de Pütia (2875 m),46.65888889,11.82000000
674. Eisentälispitze (2875 m),46.91333333,9.96250000
675. Schwalbenkofel (2873 m),46.65222222,12.27027778
676. Monte Carbonè (2873 m),44.16027778,7.43055556
677. Monte Agnèr (2872 m),46.27638889,11.95277778
678. Mont Bégo (2872 m),44.07388889,7.45083333
679. Tête des Vieux  (2871 m),45.75888889,6.93500000
680. Grand Aréa (2869 m),44.98000000,6.57333333
681. Kolbenspitze (2868 m),46.77277778,11.14777778
682. Pta Cornour (2867 m),44.85055556,7.09305556
683. Tête de Gaulent (2867 m),44.71888889,6.52555556
684. Nufenenstock (2866 m),46.46694444,8.38833333
685. Rocher de Plassa (2865 m),45.37305556,6.68916667
686. Triglav (2864 m),46.37805556,13.83694444
687. Pala di Meduce (2864 m),46.50194444,12.29750000
688. Poncione di Braga (2864 m),46.43416667,8.54277778
689. Wandfluhhorn / Pizzo Biela (2863 m),46.34472222,8.46416667
690. Hochgolling (2862 m),47.26611111,13.76111111
691. Cima de Barna (2862 m),46.42055556,9.26361111
692. Le Taillefer (2857 m),45.03972222,5.92444444
693. Gstellihorn (2855 m),46.66222222,8.17472222
694. Piz di Sassiglion (2855 m),46.32277778,10.11250000
695. Petite Séolane (2854 m),44.35750000,6.53000000
696. Cima Ciantiplagna (2849 m),45.07222222,7.01333333
697. Croda Granda (2849 m),46.24861111,11.92861111
698. Cima d'Asta (2847 m),46.17666667,11.60527778
699. Pta Nera (2847 m),46.51638889,12.19166667
700. Cima del Desenigo (2845 m),46.20166667,9.56166667
701. Pizol (2844 m),46.95916667,9.38666667
702. Punta Charrà / Sommet du Charra (2844 m),45.02138889,6.71027778
703. Weissfluh (2843 m),46.83500000,9.79527778
704. Pic de Beaudouis (2843 m),44.83638889,6.69444444
705. Schneekarkopf (2843 m),47.14111111,12.03555556
Cornone di Blumone (2843 m),45.95472222,10.45583333
706. Latemar (Diamantiditurm) (2842 m),46.38111111,11.57527778
707. Cima di Gana Bianca (2842 m),46.47138889,8.99222222
708. Kirchdachspitze (2840 m),47.06722222,11.34194444
709. Dürrenstein (2839 m),46.67250000,12.18527778
710. Cima Cadin di San Lucano (2839 m),46.57750000,12.28805556
711. Grand Cheval de Bois (2838 m),44.29250000,6.63388889
712. Kärlskopf (2836 m),46.88861111,12.23611111
713. Tête du Clotonnet (2835 m),44.84277778,6.10111111
714. Gamskarlspitz (2833 m),47.03694444,13.16250000
715. Cheval Noir (2832 m),45.42194444,6.41388889
716. Rocca la Meja (2831 m),44.39833333,7.06888889
717. Drei Türme / Drusentürme (2830 m),47.02472222,9.81000000
Aig. de Venosc (2830 m),44.96805556,6.08722222
718. Grand Pic de la Lauzière (2829 m),45.45916667,6.36666667
719. Pirchkogel (2828 m),47.23194444,10.99916667
720. Große Schlenkerspitze (2827 m),47.24888889,10.61527778
721. Graunock (2827 m),46.88611111,11.78888889
722. Cime de Bolofré (2827 m),44.22305556,6.83527778
723. Madrisahorn (2826 m),46.93111111,9.87222222
724. Kalkwand (2826 m),47.15388889,11.66166667
725. Grand Perron des Encombres (2824 m),45.29777778,6.45027778
726. Tête de l'Hivernet (2824 m),44.62000000,6.45305556
727. Hoher Herd (2824 m),47.19944444,12.45000000
728. Hochmaderer (2823 m),46.92861111,10.02861111
729. Le Bellachat (2822 m),45.37972222,6.39694444
Riedbock  (2822 m),46.92861111,13.35666667
730. Monfandì (2820 m),45.52194444,7.61944444
731. Sulzfluh (2818 m),47.01250000,9.83972222
732. Mont Mounier (2817 m),44.15472222,6.97250000
733. Dosso Resaccio (2814 m),46.50111111,10.22000000
734. Sass Maòr (2814 m),46.23250000,11.84805556
735. Vallüla (2813 m),46.93750000,10.11250000
736. Cima delle Lose (2813 m),44.37222222,6.92500000
737. Frate della Meia (2812 m),45.75888889,7.92416667
738. Seekofel / Sas dla Porta (2810 m),46.67500000,12.07250000
739. Valluga (2809 m),47.15750000,10.21305556
740. Monte Campellio (2809 m),46.05138889,10.47722222
741. Peiderspitze  (2808 m),47.21972222,11.12166667
741. Seejoch  (2808 m),47.22444444,11.10305556
743. Pizzo Castello (2808 m),46.41555556,8.56527778
744. Pic du Frêne (2807 m),45.35250000,6.19833333
745. Haldensteiner Calanda (2805 m),46.90000000,9.46750000
746. Cima de Gagela (2805 m),46.38416667,9.17472222
747. Tête à l'Âne (2804 m),45.98722222,6.77972222
748. Corona di Redorta (2804 m),46.37555556,8.73222222
749. Schlicker Seespitze (2804 m),47.14555556,11.27333333
750. Bös Fulen (2802 m),46.96722222,8.94583333
751. Cima di Ball (2802 m),46.24305556,11.84444444
752. Corno Mud (2802 m),45.88444444,7.96388889
753. Rollspitze (2800 m),46.94638889,11.50777778
754. Rosenjoch (2796 m),47.18000000,11.54333333
755. Col Bechei / Pareispitze (2794 m),46.60777778,12.04444444
756. Kärpf (2794 m),46.91666667,9.09333333
757. Drättehorn (2794 m),46.58222222,7.82388889
758. Pizzo Quadro (2793 m),46.29861111,8.41805556
759. Grand Armet (2792 m),44.98194444,5.93444444
760. Pta Ciamberline (2792 m),44.16555556,7.35805556
761. Grande Tête de l'Obiou (2790 m),44.77472222,5.83972222
762. Pizzo Marumo (2790 m),46.59833333,8.95944444
763. Muntejela de Senes (2787 m),46.67166667,12.01833333
764. Le Luisin (2786 m),46.12083333,6.97000000
765. Polinik (2784 m),46.89500000,13.15805556
766. Schrotkopf (2784 m),47.20888889,12.54055556
767. Grande Autane (2782 m),44.64916667,6.28777778
768. Hirzer (2781 m),46.73722222,11.27666667
769. Tiejer Flue (2781 m),46.78083333,9.73444444
770. Hohe Warte / Coglians (2780 m),46.60694444,12.88305556
771. Monte dei Corni (2779 m),45.57083333,7.63583333
772. Monte Cassorso (2776 m),44.41777778,7.01805556
773. Grun de Saint-Maurice (2775 m),44.81611111,6.05722222
774. Imster Muttekopf (2774 m),47.26722222,10.65166667
775. Pizzo del Sole (2773 m),46.52500000,8.76777778
776. Pta Lunella (2772 m),45.19722222,7.21638889
777. Große Sandspitze (2770 m),46.76638889,12.81194444
778. Madererspitze (2769 m),47.02500000,10.06972222
779. Fallesinspitze (2769 m),47.18138889,10.30027778
Hochsteinflache (2769 m),47.15888889,11.99777778
780. Hochplattig (2768 m),47.35305556,10.98861111
781. Il Madone  (2768 m),46.49194444,8.56694444
782. Dristner (2767 m),47.11333333,11.83944444
783. Schwarzkopf (2765 m),47.16694444,12.86083333
784. Schächentaler Windgällen (2764 m),46.88805556,8.79166667
785. Schwarzberg / Piz Nair (2764 m),46.60944444,8.67777778
786. Albristhorn (2763 m),46.49805556,7.48777778
787. Rotenkogel (2762 m),46.98000000,12.59888889
788. Rastkogel (2762 m),47.20416667,11.75111111
789. Pizzo Massari (2760 m),46.47583333,8.68333333
790. Dent de Barme (2759 m),46.13194444,6.84194444
791. Grand Ferrand (2758 m),44.72250000,5.81611111
792. Reeti / Rötihorn (2757 m),46.66500000,8.01166667
793. Ehrenspitze (2756 m),46.76388889,11.07777778
794. Roche de l'Abisse/Rocca dell'Abisso (2755 m),44.14361111,7.50500000
795. Cima di Cece (2754 m),46.26083333,11.68388889
796. Monte Telenek (2754 m),46.09250000,10.17916667
797. Jôf dal Montâs (2753 m),46.43583333,13.43361111
798. Untere Wildgrubenspitze (2753 m),47.16500000,10.12638889
799. Östliche Eisentalerspitze (2753 m),47.07972222,10.10000000
800. Pic de Valsenestre (2752 m),44.88666667,6.06750000
802. Pte Percée (2750 m),45.95555556,6.55611111
803. Birkkarspitze (2749 m),47.41111111,11.43777778
804. Alplerspitz / Mardatsch (2748 m),46.76166667,11.30111111
805. Sommet de La Frema (2747 m),44.15194444,6.69861111
806. Hochwildstelle (2747 m),47.33500000,13.83083333
807. Corno del Lago (2747 m),45.67083333,7.78305556
808. Hochwart (2746 m),46.79083333,11.31888889
809. Cima Bocche (2745 m),46.35416667,11.75222222
810. Jakobsspitze (2745 m),46.76305556,11.49166667
811. Sadnig (2745 m),46.94111111,12.98916667
812. Hochwanner (2744 m),47.39611111,11.05583333
813. Roteck (2742 m),47.23000000,13.85055556
814. Ärmighore (2742 m),46.54166667,7.71361111
815. Madom Gröss (2741 m),46.36666667,8.83111111
816. Cima Carnera (2741 m),45.85500000,7.97027778
817. Škrlatica (2740 m),46.43277778,13.82111111
818. Kasereck (2740 m),47.23750000,13.77166667
819. Schenadüi (2738 m),46.55250000,8.74861111
820. Spitzhorli (2737 m),46.26444444,7.98055556
821. Monte Zucchero (2735 m),46.35416667,8.71416667
822. Kaltwasserkarspitze (2733 m),47.40305556,11.45055556
823. Dremelspitze (2733 m),47.23500000,10.59583333
824. Pic des Cabottes (2732 m),45.24194444,6.06388889
825. Clot de la Cime (2732 m),44.81666667,6.72194444
826. Monte Borga (2731 m),46.09305556,10.20833333
827. Dzerbion /Monte Zerbion (2720 m),45.78833333,7.66388889
828. Le Grand Coin (2729 m),45.34611111,6.40222222
829. Kesselspitze (2728 m),47.10055556,11.36472222
830. Bergwerkskopf  (2728 m),47.22500000,10.60916667
831. Sas de Mezdi / La Mesola (2727 m),46.47194444,11.87750000
832. Pizzo di Claro (2727 m),46.29583333,9.05555556
833. Pizzo di Prata (2727 m),46.27750000,9.45555556
834. Großer Bettelwurf (2726 m),47.34416667,11.52000000
835. Hirzer (2725 m),47.21777778,11.66305556
836. Schmalzkopf (2724 m),46.93138889,10.53583333
837. Weiße Wand (2722 m),46.94583333,11.81361111
838. Hochwand (2719 m),47.35861111,11.01583333
839. Spitzkofel (2717 m),46.77222222,12.74333333
840. Serles (2717 m),47.12388889,11.38111111
841. Ortstock (2716 m),46.92527778,8.94805556
Valisera (2716 m),46.96083333,9.95583333
842. Cima Ambrizzola (2715 m),46.47916667,12.09805556
843. Colàc (2715 m),46.44138889,11.78250000
844. Watzmann (2713 m),47.55500000,12.92305556
845. Pizzo Straciugo (2713 m),46.13222222,8.12083333
846. Croda da Campo (2712 m),46.58944444,12.43416667
847. Weißeck (2711 m),47.16250000,13.39416667
848. Mont Saint-Sauveur (2711 m),44.16472222,7.13555556
849. Mont Gond (2710 m),46.28555556,7.26361111
850. Pic de Bure (2709 m),44.62666667,5.93500000
851. Hochkreuz (2709 m),46.81500000,13.07416667
852. Gsür (2708 m),46.51083333,7.51972222
853. Coston di Slavaci (2708 m),46.26222222,11.71694444
854. Cima dei Preti (2706 m),46.34250000,12.42083333
855. Penser Weißhorn (2705 m),46.80194444,11.39555556
856. Pizzo Montalto (2705 m),46.09750000,8.13305556
857. Rote Wand (2704 m),47.18638889,9.98500000
858. Monte Fraiteve (2702 m),44.97722222,6.86138889
859. Waldhorn (2702 m),47.29611111,13.81750000
860. Rotsandnollen (2700 m),46.80055556,8.34388889
861. Cima Iuribrutto (2697 m),46.35916667,11.76527778
862. Großer Lafatscher (2696 m),47.34555556,11.45277778
863. Monte Peralba (2694 m),46.62944444,12.71944444
864. Piz de Groven (2694 m),46.31833333,9.15916667
865. Grand Coyer (2693 m),44.10055556,6.69027778
866. Tête du Colonney (2692 m),45.97166667,6.69083333
867. Ilmspitze (2692 m),47.05722222,11.33027778
868. Große Kinigat / Monte Cavallino (2689 m),46.67527778,12.52444444
869. Piz Pian Grand (2689 m),46.41750000,9.15555556
870. Aigs de la Pennaz (2688 m),45.74500000,6.69944444
871. Hochfeind (2687 m),47.18722222,13.49500000
Schwabenalpenkopf (2687 m),46.64527778,12.28666667
872. Grand Mont (2686 m),45.63194444,6.53722222
873. Cima del Serraglio (2685 m),46.59277778,10.24222222
874. Deichselspitze (2684 m),47.27027778,13.82222222
875. Chapeau de Gendarme (2682 m),44.33833333,6.66583333
876. Leutascher Dreitorspitze (2682 m),47.40055556,11.12444444
877. Hochstadel (2681 m),46.76000000,12.85722222
878. Mosermandl (2680 m),47.20611111,13.39611111
879. Mangart (2679 m),46.43944444,13.65472222
880. Spullerschafberg (2679 m),47.17388889,10.07583333
881. Pta Tempesta (2679 m),44.42194444,7.13833333
882. Cima di Santa Maria (2678 m),46.21277778,10.95083333
883. Gaflunakopf (2676 m),47.06388889,10.13472222
884. Piz della Forcola (2675 m),46.31638889,9.29333333
885. Mont Pépoiri (2674 m),44.11083333,7.20277778
886. Mont Rougnous (2673 m),44.18416667,6.87388889
887. Elendberg (2672 m),47.28388889,13.74694444
888. Ballunspitze (2671 m),46.95527778,10.13500000
889. Stübele / Stubele (2671 m),46.46777778,10.93666667
890. Sas Ciampac / Ciampatsch (2671 m),46.56305556,11.83527778
891. Le Grand Miceau (2669 m),45.37111111,6.21222222
892. Monte Duranno  (2668 m),46.32888889,12.40277778
893. Südliche Sonnenspitze (2668 m),47.38666667,11.47777778
894. Jôf Fuart / Wischberg / Viš (2666 m),46.43055556,13.49138889
895. Les Avoudrues (2666 m),46.10111111,6.81305556
896. Monte Bruffione (2665 m),45.94222222,10.49138889
897. Monte Cernera (2664 m),46.46888889,12.05833333
898. Toblacher Pfannhorn (2663 m),46.78388889,12.28416667
899. Hohe Munde (2662 m),47.34777778,11.07194444
900. Grünstein (2661 m),47.34888889,10.92138889
901. Pte Rousse des Chambres (2660 m),46.11277778,6.82027778
902. Pizzo Giezza (2658 m),46.17916667,8.19666667
903. Piz Toissa (2657 m),46.61861111,9.52500000
904. Großer Krottenkopf (2656 m),47.31166667,10.35583333
905. Ilmenspitze /Cima degli Olmi (2656 m),46.48194444,10.96388889
906. Selbhorn (2655 m),47.44694444,12.96361111
907. Sommet du Guiau (2654 m),45.02000000,6.67361111
908. Faulkogel (2654 m),47.21611111,13.37250000
909. Schönfeldspitze (2653 m),47.45805556,12.93750000
Tullen (2653 m),46.65361111,11.77500000
910. Männliflue (2652 m),46.55138889,7.54638889
911. Hohes Licht (2651 m),47.28027778,10.27611111
912. Pta Marguareis (2650 m),44.17388889,7.68444444
913. Le Chenaillet (2650 m),44.90222222,6.74055556
914. Braunarlspitze (2649 m),47.22944444,10.06444444
915. Averau (2649 m),46.50083333,12.03694444
916. Jalovec (2645 m),46.42166667,13.67972222
917. Crête des Crousas (2645 m),44.72305556,6.66055556
918. Zimba (2643 m),47.09138889,9.78888889
919. Heiterwand (2639 m),47.31444444,10.73444444
920. Hocheck (2638 m),47.23611111,13.72416667
921. Kleiner Solstein (2637 m),47.30250000,11.32444444
922. Birnhorn (2634 m),47.47472222,12.73388889
923. Crêt du Rey (2633 m),45.60138889,6.59944444
924. Urbeleskarspitze (2632 m),47.33666667,10.46861111
925. Großstein (2632 m),47.23777778,10.49444444
926. Rüfispitze (2632 m),47.19111111,10.18222222
927. Monte Mongioie (2630 m),44.17500000,7.78555556
928. Munt Buffalora (2630 m),46.62694444,10.25000000
929. Ultner Hochwart (2627 m),46.51166667,10.99972222
930. Blutspitze / Steinkarspitze (2626 m),47.24972222,13.68583333
931. Monte Pradella (2626 m),45.99222222,9.85055556
932. Cima d'Auta Orientale (2624 m),46.40055556,11.88611111
933. Valschavielberge (2624 m),47.00944444,10.12666667
934. Le Rissiou (2622 m),45.18361111,6.06805556
935. Greifenberg (2618 m),47.28916667,13.78972222
936. Monte Stelle delle Sute (2616 m),46.21083333,11.53333333
