Name,latitude,longitude
Gross Wendenstock (3042 m),46.76166667,8.38027778
Monte Albergian (3041 m),45.00750000,6.99277778
Piz Gannaretsch (3040 m),46.61194444,8.78666667
Alperschällihorn (3039 m),46.58666667,9.30666667
Pta Scais (3039 m),46.06861111,9.98444444
Bric Ghinivert (3037 m),44.95138889,6.99111111
Parseierspitze (3036 m),47.17444444,10.47833333
Hexenkopf (3035 m),47.02111111,10.46944444
Piz Umbrail (3033 m),46.55083333,10.41444444
Tête de Siguret (3032 m),44.44166667,6.78833333
Pizzo Ligoncio (3032 m),46.23888889,9.54777778
Becca di Vlou (3032 m),45.69166667,7.79222222
Piz S-chalembert (3031 m),46.80083333,10.41333333
Mont TénibreTenibres (3031 m),44.28388889,6.97222222
Piz Cotschen (3031 m),46.81305556,10.17694444
Piz Por (3028 m),46.50944444,9.38416667
Bündner Vorab (3028 m),46.87388889,9.15666667
Corno di Ban (3028 m),46.41777778,8.36111111
Zehner / Sas dales Diesc (3026 m),46.62222222,11.96055556
Monte Politri (3026 m),44.99111111,7.01861111
Furchetta / Furcheta  (3025 m),46.61222222,11.77333333
Sas Rigais  (3025 m),46.60916667,11.76666667
Piz Corbet (3025 m),46.37972222,9.28027778
Corno Bussola / M de Boussolaz (3024 m),45.79555556,7.73611111
Wendenhorn (3023 m),46.75388889,8.44361111
Wurmaulspitze (3022 m),46.91388889,11.63777778
Pte de la Vallaisonnay (3020 m),45.45805556,6.81777778
Pic du Mas de la Grave (3020 m),45.12083333,6.24611111
Cimet (3020 m),44.29000000,6.70500000
Viso Mozzo (3019 m),44.67472222,7.11000000
Piz Blas (3019 m),46.57722222,8.72805556
Gamspleisspitze (3015 m),46.93166667,10.24194444
Hochreichkopf (3010 m),47.17027778,10.96972222
Cima dell'Uomo (3010 m),46.40611111,11.80833333
Monte Giove (3009 m),46.36138889,8.38805556
Acherkogel (3008 m),47.18916667,10.95666667
Monte Avic (3007 m),45.67694444,7.55472222
Älplihorn (3006 m),46.71083333,9.82583333
Ritterkopf (3006 m),47.10250000,12.94944444
Furgler (3004 m),47.04027778,10.51222222
Kesselkogel / Catinaccio d'Antermoia (3002 m),46.47444444,11.64361111
Pizzas d'Anarosa / Grauhörner (3002 m),46.59888889,9.31583333
Gigalitz (3001 m),47.05777778,11.89111111
Große Zinne / Cima Grande di Lavaredo (2999 m),46.61888889,12.30277778
Pizzo Centrale (2999 m),46.57805556,8.61500000
Cima Falkner (2999 m),46.19333333,10.90472222
Piz Beverin (2998 m),46.65250000,9.35777778
Pic d'Artsinol (2998 m),46.11500000,7.42694444
Bric Bouchet /Bric Bucie (2997 m),44.82194444,7.02388889
Hoher Dachstein (2995 m),47.47527778,13.60555556
Roignais (2995 m),45.64305556,6.68888889
Rote Säule (2994 m),47.14666667,12.44388889
Le Mourre Froid (2993 m),44.63833333,6.40027778
Grand Parpaillon (2990 m),44.49388889,6.65194444
Mittler Fanis / Fanis di Mezzo (2989 m),46.55138889,12.01416667
Felber Tauernkogel (2988 m),47.15777778,12.48388889
Piz de la Lumbreida (2983 m),46.48111111,9.22527778
Cima Bagni (2983 m),46.61527778,12.41027778
Pala di San Martino (2982 m),46.25361111,11.85083333
Rosengartenspitze / Cima Catinaccio (2981 m),46.45472222,11.62083333
Aroser Rothorn (2980 m),46.73777778,9.61388889
Ròthòre / Corno Rosso (2979 m),45.76694444,7.88027778
La Tsavre (2978 m),45.91555556,7.12944444
Grand Pic de Belledonne (2977 m),45.17083333,5.99166667
Pic de Colle Blanche (2975 m),44.75333333,6.17250000
Monte Redival (2973 m),46.30861111,10.61416667
Tsa at a l'Etsena / Chateleysine (2971 m),45.80138889,7.39972222
Cima Ovest / Westliche Zinne (2973 m),46.61861111,12.29722222
Piz Curvér (2972 m),46.60333333,9.49722222
Wildgrat (2971 m),47.14055556,10.82666667
Schilthorn (2970 m),46.55750000,7.83472222
Haut de Cry (2969 m),46.24027778,7.19500000
Grieshorn (2969 m),46.45138889,8.39305556
Dent de Morcles (2969 m),46.19916667,7.07555556
Piz Daint (2968 m),46.61861111,10.29083333
Neuner / Sas dles Nü (2968 m),46.63027778,11.98111111
Cima del Duca (2968 m),46.28777778,9.79611111
Serottini (2967 m),46.29083333,10.34777778
Schober (2967 m),47.03444444,13.46833333
Haunold (2966 m),46.68861111,12.27750000
Schesaplana (2965 m),47.05361111,9.70750000
Aig du Belvédère (2965 m),45.98777778,6.87361111
Reißeck (2965 m),46.94722222,13.36444444
Monte Tagliaferro (2964 m),45.87250000,7.97083333
Piz Turettas (2963 m),46.58694444,10.33472222
Pizzo Lucendro (2963 m),46.53888889,8.51944444
Zugspitze (2962 m),47.42111111,10.98527778
Weiße Spitze (2962 m),46.87194444,12.35777778
Rienzenstock (2962 m),46.68305556,8.63500000
Marchhorn / Pta del Termine (2962 m),46.44861111,8.46250000
Tête de l'Estrop (2961 m),44.28666667,6.50583333
Cima Brenta Alta (2961 m),46.16027778,10.89638889
Piz Lagalb (2959 m),46.43166667,10.02361111
Cima Giner (2957 m),46.23722222,10.73250000
Piz Miez (2956 m),46.65472222,8.91666667
Tête de L'Enchastraye / Enciastraia (2954 m),44.36750000,6.88833333
Torent / Torrone Alto (2952 m),46.34361111,9.07111111
Brunnistock (2952 m),46.84777778,8.55000000
Crasta Mora (2952 m),46.57138889,9.86805556
Bättlihorn (2951 m),46.33250000,8.09388889
Corni di Nefelgiú (2951 m),46.39555556,8.37944444
Hochgrabe (2951 m),46.84888889,12.42166667
Crête de Lacha (2950 m),45.09722222,6.45944444
Asta Soprana (2950 m),44.20333333,7.31333333
Piz Tomül / Wissensteinhorn (2946 m),46.62333333,9.22833333
Piz Cavel (2946 m),46.65583333,9.01972222
Einshorn (2944 m),46.51611111,9.23027778
Gölbner (2943 m),46.82416667,12.50500000
Hochkönig (2941 m),47.42027778,13.06250000
Cime de la Condamine (2940 m),44.89250000,6.51972222
Gross Schinhorn / Pta di Valdeserta (2939 m),46.36111111,8.26083333
Pte de la Louïe Blanche (2939 m),45.66111111,6.91472222
Pizzo del Ramulazz S (2939 m),46.39666667,9.09277778
Monte Unghiasse (2939 m),45.41611111,7.29500000
Pic de Chabrières  (2938 m),44.57055556,6.62361111
Mont / Testa Malinvern (2938 m),44.19888889,7.18944444
Cime di Plator (2937 m),46.51500000,10.27055556
Pietra Grande (2937 m),46.23138889,10.89583333
Monte Gruf (2936 m),46.28611111,9.50583333
Mont du Grand Capelet (2935 m),44.07833333,7.42750000
Cimon del Froppa (2932 m),46.50722222,12.34055556
Monte Pettini (2932 m),46.53611111,10.22750000
Bärenhorn (2929 m),46.57555556,9.23194444
Tête du Pelvas/Monte Palavas (2929 m),44.79000000,6.99972222
Rosställispitz (2929 m),46.78916667,9.99361111
Schwarzhorn (2928 m),46.68611111,8.07555556
Rocher Blanc (2928 m),45.24166667,6.10722222
Badus / Six Madun (2928 m),46.62250000,8.66361111
Tête des Lauzières (2928 m),44.87416667,6.52833333
Vollandspitze (2928 m),47.01861111,10.17666667
Eggishorn (2927 m),46.43138889,8.09416667
Cima Bastioni Sud (2926 m),46.48527778,12.26777778
Pizzo del Diavolo della Malgina (2926 m),46.08472222,10.04666667
Edlenkopf (2923 m),47.13638889,12.92638889
Mährenhorn (2923 m),46.69166667,8.31083333
Birkenkofel (2922 m),46.68083333,12.25666667
Mont Revic (2922 m),45.68916667,7.56444444
Hochgasser (2922 m),47.15055556,12.52194444
Aig du Grand Fond (2920 m),45.66638889,6.67083333
Monte Ciorneva (2918 m),45.26833333,7.26027778
Mulleter Seichenkopf (2918 m),46.91527778,12.83138889
Corno di Flavona (2918 m),46.24555556,10.89694444
Cima Bel Pra (2917 m),46.48444444,12.24111111
Dent Favre (2917 m),46.21027778,7.10388889
Pizzo del Diavolo di Tenda (2916 m),46.04527778,9.90805556
Pte Côte de l'Âne (2916 m),44.24444444,6.80472222
Maresenspitz (2916 m),47.00416667,13.23027778
L'Aupillon (2916 m),44.44888889,6.57861111
Glärnisch (2915 m),46.99500000,8.99527778
Pflunspitze (2912 m),47.07944444,10.13277778
Cristallina (2912 m),46.46472222,8.53694444
Beco Alto del Piz (2912 m),44.29888889,6.98083333
Monte Torena (2911 m),46.08833333,10.10305556
Pic du Béal Traversier (2910 m),44.75694444,6.68944444
Aig de Cédéra (2909 m),44.73861111,6.28472222
Grande Séolane (2909 m),44.33777778,6.54638889
Puy Gris (2908 m),45.29583333,6.14611111
Pizzo Diei (2906 m),46.26472222,8.23805556
Les Grandes Aigs (2905 m),45.70555556,6.78500000
Signal du Lauvitel E (2904 m),44.93888889,6.04750000
Pic de Peyre Eyraute (2903 m),44.82277778,6.63055556
Piz Combul (2901 m),46.22972222,10.04388889
Grand Chavalard (2899 m),46.17861111,7.11305556
Becca di Nona (2898 m),45.83972222,7.41611111
Le Pouzenc (2898 m),44.45916667,6.51694444
Monte Frisozzo (2897 m),46.02444444,10.44916667
Holzgauer Wetterspitze (2895 m),47.20638889,10.36944444
Reinhart (2891 m),47.04222222,12.17972222
Regenstein (2891 m),46.86055556,12.49055556
Monte Orsiera (2890 m),45.06388889,7.10722222
Schwarzhorn / Piz Gren (2890 m),46.67750000,9.02277778
Monte Re di Castello (2889 m),46.02166667,10.48333333
Vorderseespitze (2889 m),47.18472222,10.36694444
Napfspitze (2888 m),46.93694444,11.73944444
Schildflue (2887 m),46.88055556,9.95638889
Wissigstock (2887 m),46.84555556,8.50666667
Lizumer Reckner (2886 m),47.14388889,11.63083333
Guggernüll (2886 m),46.52388889,9.27138889
Le Chevalier (2886 m),44.33055556,6.75916667
Pizzo Recastello (2886 m),46.05694444,10.07555556
Rietzer Grießkogel (2884 m),47.24583333,11.05944444
Monteaviolo (2881 m),46.18527778,10.39861111
Pte de la Terrasse (2881 m),45.67083333,6.72472222
Piz Fess (2880 m),46.72750000,9.28861111
Cima della Sasse (2878 m),46.35694444,12.06444444
Moiazza Sud (2878 m),46.33833333,12.05805556
Pte de Cloutzau (2878 m),45.00722222,6.74750000
Peitlerkofel / Sas de Pütia (2875 m),46.65888889,11.82000000
Eisentälispitze (2875 m),46.91333333,9.96250000
Schwalbenkofel (2873 m),46.65222222,12.27027778
Monte Carbonè (2873 m),44.16027778,7.43055556
Monte Agnèr (2872 m),46.27638889,11.95277778
Mont Bégo (2872 m),44.07388889,7.45083333
Tête des Vieux  (2871 m),45.75888889,6.93500000
Grand Aréa (2869 m),44.98000000,6.57333333
Kolbenspitze (2868 m),46.77277778,11.14777778
Pta Cornour (2867 m),44.85055556,7.09305556
Tête de Gaulent (2867 m),44.71888889,6.52555556
Nufenenstock (2866 m),46.46694444,8.38833333
Rocher de Plassa (2865 m),45.37305556,6.68916667
Triglav (2864 m),46.37805556,13.83694444
Pala di Meduce (2864 m),46.50194444,12.29750000
Poncione di Braga (2864 m),46.43416667,8.54277778
Wandfluhhorn / Pizzo Biela (2863 m),46.34472222,8.46416667
Hochgolling (2862 m),47.26611111,13.76111111
Cima de Barna (2862 m),46.42055556,9.26361111
Le Taillefer (2857 m),45.03972222,5.92444444
Gstellihorn (2855 m),46.66222222,8.17472222
Piz di Sassiglion (2855 m),46.32277778,10.11250000
Petite Séolane (2854 m),44.35750000,6.53000000
Cima Ciantiplagna (2849 m),45.07222222,7.01333333
Croda Granda (2849 m),46.24861111,11.92861111
Cima d'Asta (2847 m),46.17666667,11.60527778
Pta Nera (2847 m),46.51638889,12.19166667
Cima del Desenigo (2845 m),46.20166667,9.56166667
Pizol (2844 m),46.95916667,9.38666667
Punta Charrà / Sommet du Charra (2844 m),45.02138889,6.71027778
Weissfluh (2843 m),46.83500000,9.79527778
Pic de Beaudouis (2843 m),44.83638889,6.69444444
Schneekarkopf (2843 m),47.14111111,12.03555556
Cornone di Blumone (2843 m),45.95472222,10.45583333
Latemar (Diamantiditurm) (2842 m),46.38111111,11.57527778
Cima di Gana Bianca (2842 m),46.47138889,8.99222222
Kirchdachspitze (2840 m),47.06722222,11.34194444
Dürrenstein (2839 m),46.67250000,12.18527778
Cima Cadin di San Lucano (2839 m),46.57750000,12.28805556
Grand Cheval de Bois (2838 m),44.29250000,6.63388889
Kärlskopf (2836 m),46.88861111,12.23611111
Tête du Clotonnet (2835 m),44.84277778,6.10111111
Gamskarlspitz (2833 m),47.03694444,13.16250000
Cheval Noir (2832 m),45.42194444,6.41388889
Rocca la Meja (2831 m),44.39833333,7.06888889
Drei Türme / Drusentürme (2830 m),47.02472222,9.81000000
Aig de Venosc (2830 m),44.96805556,6.08722222
Grand Pic de la Lauzière (2829 m),45.45916667,6.36666667
Pirchkogel (2828 m),47.23194444,10.99916667
Große Schlenkerspitze (2827 m),47.24888889,10.61527778
Graunock (2827 m),46.88611111,11.78888889
Cime de Bolofré (2827 m),44.22305556,6.83527778
Madrisahorn (2826 m),46.93111111,9.87222222
Kalkwand (2826 m),47.15388889,11.66166667
Grand Perron des Encombres (2824 m),45.29777778,6.45027778
Tête de l'Hivernet (2824 m),44.62000000,6.45305556
Hoher Herd (2824 m),47.19944444,12.45000000
Hochmaderer (2823 m),46.92861111,10.02861111
Le Bellachat (2822 m),45.37972222,6.39694444
Riedbock  (2822 m),46.92861111,13.35666667
Monfandì (2820 m),45.52194444,7.61944444
Sulzfluh (2818 m),47.01250000,9.83972222
Mont Mounier (2817 m),44.15472222,6.97250000
Dosso Resaccio (2814 m),46.50111111,10.22000000
Sass Maòr (2814 m),46.23250000,11.84805556
Vallüla (2813 m),46.93750000,10.11250000
Cima delle Lose (2813 m),44.37222222,6.92500000
Frate della Meia (2812 m),45.75888889,7.92416667
Seekofel / Sas dla Porta (2810 m),46.67500000,12.07250000
Valluga (2809 m),47.15750000,10.21305556
Monte Campellio (2809 m),46.05138889,10.47722222
Peiderspitze  (2808 m),47.21972222,11.12166667
Seejoch  (2808 m),47.22444444,11.10305556
Pizzo Castello (2808 m),46.41555556,8.56527778
Pic du Frêne (2807 m),45.35250000,6.19833333
Haldensteiner Calanda (2805 m),46.90000000,9.46750000
Cima de Gagela (2805 m),46.38416667,9.17472222
Tête à l'Âne (2804 m),45.98722222,6.77972222
Corona di Redorta (2804 m),46.37555556,8.73222222
Schlicker Seespitze (2804 m),47.14555556,11.27333333
Bös Fulen (2802 m),46.96722222,8.94583333
Cima di Ball (2802 m),46.24305556,11.84444444
Corno Mud (2802 m),45.88444444,7.96388889
Rollspitze (2800 m),46.94638889,11.50777778
Rosenjoch (2796 m),47.18000000,11.54333333
Col Bechei / Pareispitze (2794 m),46.60777778,12.04444444
Kärpf (2794 m),46.91666667,9.09333333
Drättehorn (2794 m),46.58222222,7.82388889
Pizzo Quadro (2793 m),46.29861111,8.41805556
Grand Armet (2792 m),44.98194444,5.93444444
Pta Ciamberline (2792 m),44.16555556,7.35805556
Grande Tête de l'Obiou (2790 m),44.77472222,5.83972222
Pizzo Marumo (2790 m),46.59833333,8.95944444
Muntejela de Senes (2787 m),46.67166667,12.01833333
Le Luisin (2786 m),46.12083333,6.97000000
Polinik (2784 m),46.89500000,13.15805556
Schrotkopf (2784 m),47.20888889,12.54055556
Grande Autane (2782 m),44.64916667,6.28777778
Hirzer (2781 m),46.73722222,11.27666667
Tiejer Flue (2781 m),46.78083333,9.73444444
Hohe Warte / Coglians (2780 m),46.60694444,12.88305556
Monte dei Corni (2779 m),45.57083333,7.63583333
Monte Cassorso (2776 m),44.41777778,7.01805556
Grun de Saint-Maurice (2775 m),44.81611111,6.05722222
Imster Muttekopf (2774 m),47.26722222,10.65166667
Pizzo del Sole (2773 m),46.52500000,8.76777778
Pta Lunella (2772 m),45.19722222,7.21638889
Große Sandspitze (2770 m),46.76638889,12.81194444
Madererspitze (2769 m),47.02500000,10.06972222
Fallesinspitze (2769 m),47.18138889,10.30027778
Hochsteinflache (2769 m),47.15888889,11.99777778
Hochplattig (2768 m),47.35305556,10.98861111
Il Madone  (2768 m),46.49194444,8.56694444
Dristner (2767 m),47.11333333,11.83944444
Schwarzkopf (2765 m),47.16694444,12.86083333
Schächentaler Windgällen (2764 m),46.88805556,8.79166667
Schwarzberg / Piz Nair (2764 m),46.60944444,8.67777778
Albristhorn (2763 m),46.49805556,7.48777778
Rotenkogel (2762 m),46.98000000,12.59888889
Rastkogel (2762 m),47.20416667,11.75111111
Pizzo Massari (2760 m),46.47583333,8.68333333
Dent de Barme (2759 m),46.13194444,6.84194444
Grand Ferrand (2758 m),44.72250000,5.81611111
Reeti / Rötihorn (2757 m),46.66500000,8.01166667
Ehrenspitze (2756 m),46.76388889,11.07777778
Roche de l'Abisse/Rocca dell'Abisso (2755 m),44.14361111,7.50500000
Cima di Cece (2754 m),46.26083333,11.68388889
Monte Telenek (2754 m),46.09250000,10.17916667
Jôf dal Montâs (2753 m),46.43583333,13.43361111
Untere Wildgrubenspitze (2753 m),47.16500000,10.12638889
Östliche Eisentalerspitze (2753 m),47.07972222,10.10000000
Pic de Valsenestre (2752 m),44.88666667,6.06750000
Pte Percée (2750 m),45.95555556,6.55611111
Birkkarspitze (2749 m),47.41111111,11.43777778
Alplerspitz / Mardatsch (2748 m),46.76166667,11.30111111
Sommet de La Frema (2747 m),44.15194444,6.69861111
Hochwildstelle (2747 m),47.33500000,13.83083333
Corno del Lago (2747 m),45.67083333,7.78305556
Hochwart (2746 m),46.79083333,11.31888889
Cima Bocche (2745 m),46.35416667,11.75222222
Jakobsspitze (2745 m),46.76305556,11.49166667
Sadnig (2745 m),46.94111111,12.98916667
Hochwanner (2744 m),47.39611111,11.05583333
Roteck (2742 m),47.23000000,13.85055556
Ärmighore (2742 m),46.54166667,7.71361111
Madom Gröss (2741 m),46.36666667,8.83111111
Cima Carnera (2741 m),45.85500000,7.97027778
Škrlatica (2740 m),46.43277778,13.82111111
Kasereck (2740 m),47.23750000,13.77166667
Schenadüi (2738 m),46.55250000,8.74861111
Spitzhorli (2737 m),46.26444444,7.98055556
Monte Zucchero (2735 m),46.35416667,8.71416667
Kaltwasserkarspitze (2733 m),47.40305556,11.45055556
Dremelspitze (2733 m),47.23500000,10.59583333
Pic des Cabottes (2732 m),45.24194444,6.06388889
Clot de la Cime (2732 m),44.81666667,6.72194444
Monte Borga (2731 m),46.09305556,10.20833333
Dzerbion /Monte Zerbion (2720 m),45.78833333,7.66388889
Le Grand Coin (2729 m),45.34611111,6.40222222
Kesselspitze (2728 m),47.10055556,11.36472222
Bergwerkskopf  (2728 m),47.22500000,10.60916667
Sas de Mezdi / La Mesola (2727 m),46.47194444,11.87750000
Pizzo di Claro (2727 m),46.29583333,9.05555556
Pizzo di Prata (2727 m),46.27750000,9.45555556
Großer Bettelwurf (2726 m),47.34416667,11.52000000
Hirzer (2725 m),47.21777778,11.66305556
Schmalzkopf (2724 m),46.93138889,10.53583333
Weiße Wand (2722 m),46.94583333,11.81361111
Hochwand (2719 m),47.35861111,11.01583333
Spitzkofel (2717 m),46.77222222,12.74333333
Serles (2717 m),47.12388889,11.38111111
Ortstock (2716 m),46.92527778,8.94805556
Valisera (2716 m),46.96083333,9.95583333
Cima Ambrizzola (2715 m),46.47916667,12.09805556
Colàc (2715 m),46.44138889,11.78250000
Watzmann (2713 m),47.55500000,12.92305556
Pizzo Straciugo (2713 m),46.13222222,8.12083333
Croda da Campo (2712 m),46.58944444,12.43416667
Weißeck (2711 m),47.16250000,13.39416667
Mont Saint-Sauveur (2711 m),44.16472222,7.13555556
Mont Gond (2710 m),46.28555556,7.26361111
Pic de Bure (2709 m),44.62666667,5.93500000
Hochkreuz (2709 m),46.81500000,13.07416667
Gsür (2708 m),46.51083333,7.51972222
Coston di Slavaci (2708 m),46.26222222,11.71694444
Cima dei Preti (2706 m),46.34250000,12.42083333
Penser Weißhorn (2705 m),46.80194444,11.39555556
Pizzo Montalto (2705 m),46.09750000,8.13305556
Rote Wand (2704 m),47.18638889,9.98500000
Monte Fraiteve (2702 m),44.97722222,6.86138889
Waldhorn (2702 m),47.29611111,13.81750000
Rotsandnollen (2700 m),46.80055556,8.34388889
Cima Iuribrutto (2697 m),46.35916667,11.76527778
Großer Lafatscher (2696 m),47.34555556,11.45277778
Monte Peralba (2694 m),46.62944444,12.71944444
Piz de Groven (2694 m),46.31833333,9.15916667
Grand Coyer (2693 m),44.10055556,6.69027778
Tête du Colonney (2692 m),45.97166667,6.69083333
Ilmspitze (2692 m),47.05722222,11.33027778
Große Kinigat / Monte Cavallino (2689 m),46.67527778,12.52444444
Piz Pian Grand (2689 m),46.41750000,9.15555556
Aigs de la Pennaz (2688 m),45.74500000,6.69944444
Hochfeind (2687 m),47.18722222,13.49500000
Schwabenalpenkopf (2687 m),46.64527778,12.28666667
Grand Mont (2686 m),45.63194444,6.53722222
Cima del Serraglio (2685 m),46.59277778,10.24222222
Deichselspitze (2684 m),47.27027778,13.82222222
Chapeau de Gendarme (2682 m),44.33833333,6.66583333
Leutascher Dreitorspitze (2682 m),47.40055556,11.12444444
Hochstadel (2681 m),46.76000000,12.85722222
Mosermandl (2680 m),47.20611111,13.39611111
Mangart (2679 m),46.43944444,13.65472222
Spullerschafberg (2679 m),47.17388889,10.07583333
Pta Tempesta (2679 m),44.42194444,7.13833333
Cima di Santa Maria (2678 m),46.21277778,10.95083333
Gaflunakopf (2676 m),47.06388889,10.13472222
Piz della Forcola (2675 m),46.31638889,9.29333333
Mont Pépoiri (2674 m),44.11083333,7.20277778
Mont Rougnous (2673 m),44.18416667,6.87388889
Elendberg (2672 m),47.28388889,13.74694444
Ballunspitze (2671 m),46.95527778,10.13500000
Stübele / Stubele (2671 m),46.46777778,10.93666667
Sas Ciampac / Ciampatsch (2671 m),46.56305556,11.83527778
Le Grand Miceau (2669 m),45.37111111,6.21222222
Monte Duranno  (2668 m),46.32888889,12.40277778
Südliche Sonnenspitze (2668 m),47.38666667,11.47777778
Jôf Fuart / Wischberg / Viš (2666 m),46.43055556,13.49138889
Les Avoudrues (2666 m),46.10111111,6.81305556
Monte Bruffione (2665 m),45.94222222,10.49138889
Monte Cernera (2664 m),46.46888889,12.05833333
Toblacher Pfannhorn (2663 m),46.78388889,12.28416667
Hohe Munde (2662 m),47.34777778,11.07194444
Grünstein (2661 m),47.34888889,10.92138889
Pte Rousse des Chambres (2660 m),46.11277778,6.82027778
Pizzo Giezza (2658 m),46.17916667,8.19666667
Piz Toissa (2657 m),46.61861111,9.52500000
Großer Krottenkopf (2656 m),47.31166667,10.35583333
Ilmenspitze /Cima degli Olmi (2656 m),46.48194444,10.96388889
Selbhorn (2655 m),47.44694444,12.96361111
Sommet du Guiau (2654 m),45.02000000,6.67361111
Faulkogel (2654 m),47.21611111,13.37250000
Schönfeldspitze (2653 m),47.45805556,12.93750000
Tullen (2653 m),46.65361111,11.77500000
Männliflue (2652 m),46.55138889,7.54638889
Hohes Licht (2651 m),47.28027778,10.27611111
Pta Marguareis (2650 m),44.17388889,7.68444444
Le Chenaillet (2650 m),44.90222222,6.74055556
Braunarlspitze (2649 m),47.22944444,10.06444444
Averau (2649 m),46.50083333,12.03694444
Jalovec (2645 m),46.42166667,13.67972222
Crête des Crousas (2645 m),44.72305556,6.66055556
Zimba (2643 m),47.09138889,9.78888889
Heiterwand (2639 m),47.31444444,10.73444444
Hocheck (2638 m),47.23611111,13.72416667
Kleiner Solstein (2637 m),47.30250000,11.32444444
Birnhorn (2634 m),47.47472222,12.73388889
Crêt du Rey (2633 m),45.60138889,6.59944444
Urbeleskarspitze (2632 m),47.33666667,10.46861111
Großstein (2632 m),47.23777778,10.49444444
Rüfispitze (2632 m),47.19111111,10.18222222
Monte Mongioie (2630 m),44.17500000,7.78555556
Munt Buffalora (2630 m),46.62694444,10.25000000
Ultner Hochwart (2627 m),46.51166667,10.99972222
Blutspitze / Steinkarspitze (2626 m),47.24972222,13.68583333
Monte Pradella (2626 m),45.99222222,9.85055556
Cima d'Auta Orientale (2624 m),46.40055556,11.88611111
Valschavielberge (2624 m),47.00944444,10.12666667
Le Rissiou (2622 m),45.18361111,6.06805556
Greifenberg (2618 m),47.28916667,13.78972222
Monte Stelle delle Sute (2616 m),46.21083333,11.53333333
Grande Balmaz (2616 m),45.89333333,6.49666667
Piz Cavradi (2614 m),46.63250000,8.69555556
Pizzo dell'Alpe Gelato (2613 m),46.24972222,8.44416667
Le Gros Têt (2613 m),45.07527778,6.23972222
Cima Bianca (2612 m),46.38777778,8.81250000
Monte le Stelière (2612 m),44.26583333,7.10722222
Foostock / Ruchen (2611 m),46.95666667,9.24472222
Monte Legnone (2609 m),46.09472222,9.41472222
Sommet d'Assan (2609 m),44.68555556,6.73611111
Mittlere Jägerkarspitze (2608 m),47.35361111,11.37583333
Hochkalter (2607 m),47.56944444,12.86666667
Cima del Rouss (2604 m),44.32111111,7.00000000
Campanile Ciastelin (2602 m),46.51083333,12.37722222
Becco di Mezzodì (2602 m),46.46666667,12.11444444
Schafseitenspitze (2602 m),47.10277778,11.55444444
Razor (2601 m),46.41194444,13.79194444
Monte Cabianca (2601 m),46.01000000,9.86694444
Monte Mars (2600 m),45.63333333,7.91527778
Silberpfennig (2600 m),47.08916667,13.04166667
Großer Knallstein (2599 m),47.32000000,13.97694444
Vorder Grauspitz (2599 m),47.05277778,9.58111111
Biberkopf (2599 m),47.27055556,10.23277778
Le Catogne (2598 m),46.05416667,7.11083333
Zellinkopf (2597 m),46.89416667,12.95138889
Großer Hundstod (2594 m),47.51250000,12.88666667
Roc du Bécoin (2594 m),45.49277778,6.66388889
Gametzalpenkopf (2594 m),46.68916667,12.10888889
Pizzo Paglia (2593 m),46.23166667,9.21916667
Monte Forno / Gorio (2593 m),46.29527778,8.32361111
Hochvogel (2592 m),47.37972222,10.43694444
Zwölferspitz (2592 m),46.66166667,12.72833333
Eggenkofel (2591 m),46.73861111,12.67805556
Rupprechtseck (2591 m),47.23944444,14.00138889
Kanin (2587 m),46.36000000,13.43833333
Monte Terza Grande (2586 m),46.52694444,12.62138889
Monte Cridola (2581 m),46.42638889,12.48666667
HochspitzVancomun (2581 m),46.65722222,12.66861111
Ruitelspitze (2580 m),47.25555556,10.44611111
Mont Triboulet (2578 m),44.20611111,6.86583333
Türchlwand (2577 m),47.15083333,13.03250000
Plose (Große Gabler) (2576 m),46.68972222,11.76305556
Stätzerhorn (2575 m),46.75583333,9.51222222
Cima delle Buse (2574 m),46.18611111,11.49805556
Pfannenstock (2573 m),46.96166667,8.91138889
Westlicher Johanneskopf (2573 m),47.21027778,10.02250000
Torrione dei Longerin (2571 m),46.62916667,12.56138889
Setsas (2571 m),46.51944444,11.95750000
Kanjavec (2569 m),46.36027778,13.80972222
Tête du Collier (2567 m),44.71722222,5.96416667
Maurerkopf (2567 m),46.71277778,12.03388889
Schiara (2565 m),46.23000000,12.18222222
Hinter Planitzer (2562 m),47.21777778,12.63694444
Grand Galbert (2561 m),45.09055556,5.95972222
Grintovec (2558 m),46.35694444,14.53611111
Kreuzjoch (2558 m),47.25138889,11.98277778
Monte Bo (2556 m),45.71416667,7.99888889
Wolayer Seekopf / Monte Capolago (2554 m),46.60611111,12.86083333
Pizzo Tre Signori (2554 m),46.01194444,9.52833333
Modeon del Buinz (2554 m),46.41666667,13.47111111
Namloser Wetterspitze (2553 m),47.32305556,10.64166667
Kirchlispitzen (2552 m),47.03888889,9.76944444
Tàmer Piccolo (2550 m),46.31055556,12.12194444
Concarena (Cima della Bacchetta) (2549 m),46.01083333,10.28000000
Monte Brentoni (2548 m),46.51277778,12.56583333
Le Tarent (2548 m),46.38222222,7.14750000
Monfalcon di Montanaia (2548 m),46.40444444,12.48611111
Sass de Mura (2547 m),46.16361111,11.92527778
Rosso di Ribia (2547 m),46.26111111,8.52972222
Prisojnik (2547 m),46.42527778,13.77000000
Hochnissl (2547 m),47.36722222,11.61805556
Les Aig.ttes (2547 m),45.18388889,6.12500000
