name,altitude,latitude,longitude,view_possible
452a. Crête de Chambave ,3090.0,45.80555556,7.03861111,True
Tête de la Courbe ,3089.0,44.49777778,6.82333333,True
Vesulspitze ,3089.0,47.00166667,10.34916667,False
Monte Forcellina ,3087.0,46.46638889,10.19861111,False
Hohe Villerspitze ,3087.0,47.10666667,11.16555556,False
Flüela Wisshorn ,3085.0,46.76222222,9.96666667,False
Cima da Lägh / Cima di Lago ,3083.0,46.37638889,9.46111111,False
Zwieselbacher Rosskogel ,3081.0,47.16333333,11.04805556,False
Fundusfeiler ,3079.0,47.11222222,10.87027778,False
Chüealphorn ,3078.0,46.68527778,9.90527778,False
Mont Néry / Neryschthuare ,3076.0,45.71583333,7.82,True
Großer Hafner ,3076.0,47.07,13.40083333,False
Pic de Parières ,3076.0,44.77944444,6.24083333,True
Piz Starlex ,3075.0,46.66277778,10.3925,False
Piz Sena ,3075.0,46.35305556,10.11,False
Bristen ,3073.0,46.73694444,8.68111111,False
Wildkarspitze ,3073.0,47.1725,12.13916667,False
Pizzo Campo Tencia ,3072.0,46.42972222,8.72611111,False
Chüebodenhorn ,3070.0,46.50805556,8.45305556,True
Tête de la Cassille ,3069.0,45.04388889,6.49944444,True
La Meyna ,3067.0,44.48111111,6.85861111,False
Geltenhorn ,3065.0,46.34638889,7.33444444,True
Cunturines / Conturines ,3064.0,46.57583333,11.97777778,False
Hoher Prijakt ,3064.0,46.91555556,12.71277778,False
Pte des Rochers Charniers ,3063.0,44.98777778,6.73555556,True
Hoch Ducan ,3063.0,46.68944444,9.85138889,False
Mont Fallère ,3061.0,45.77555556,7.19416667,True
Pizzo Gallina ,3061.0,46.49472222,8.39194444,True
Seeköpfe ,3061.0,47.04444444,10.2675,False
Piz Grisch ,3060.0,46.53111111,9.47277778,False
Rosenspitze ,3049.0,46.98833333,12.25444444,False
Grand Queyron ,3060.0,44.84277778,7.00166667,True
Grabspitze ,3059.0,46.93861111,11.61444444,False
Monte Vago ,3059.0,46.44083333,10.07888889,False
Sasso Vernale ,3058.0,46.41888889,11.84055556,False
Bruschghorn ,3056.0,46.63111111,9.30666667,False
Patteriol ,3056.0,47.04416667,10.1875,False
Aig. des Corneillets ,3055.0,45.3225,6.66138889,True
Innere Wetterspitze ,3053.0,46.99638889,11.24638889,False
Piz Forun ,3052.0,46.65527778,9.865,False
Grand Muveran ,3051.0,46.23722222,7.12611111,False
Mont Pelat ,3051.0,44.265,6.70583333,True
Pizzo Coca ,3050.0,46.07166667,10.01138889,False
Piz Minor ,3049.0,46.45111111,10.02833333,False
Gross Lohner ,3049.0,46.46194444,7.6,False
Le Rochail (Pte de Malhaubert) ,3049.0,44.97527778,6.0325,True
Aig. du Fruit ,3048.0,45.35555556,6.63138889,True
Grand Argentier / Pta Nera ,3046.0,45.12222222,6.65861111,True
Grand Bérard ,3046.0,44.44944444,6.65972222,True
Piz Murtera ,3044.0,46.77527778,10.04027778,False
Gross Wendenstock ,3042.0,46.76166667,8.38027778,False
Monte Albergian ,3041.0,45.0075,6.99277778,True
Piz Gannaretsch ,3040.0,46.61194444,8.78666667,False
Alperschällihorn ,3039.0,46.58666667,9.30666667,False
Pta Scais ,3039.0,46.06861111,9.98444444,False
Bric Ghinivert ,3037.0,44.95138889,6.99111111,True
Parseierspitze ,3036.0,47.17444444,10.47833333,False
Hexenkopf ,3035.0,47.02111111,10.46944444,False
Piz Umbrail ,3033.0,46.55083333,10.41444444,False
Tête de Siguret ,3032.0,44.44166667,6.78833333,False
Pizzo Ligoncio ,3032.0,46.23888889,9.54777778,False
Becca di Vlou ,3032.0,45.69166667,7.79222222,True
Piz S-chalembert ,3031.0,46.80083333,10.41333333,False
Mont Ténibre / M. Tenibres ,3031.0,44.28388889,6.97222222,False
Piz Cotschen ,3031.0,46.81305556,10.17694444,False
Piz Por ,3028.0,46.50944444,9.38416667,False
Bündner Vorab ,3028.0,46.87388889,9.15666667,False
Corno di Ban ,3028.0,46.41777778,8.36111111,False
Zehner / Sas dales Diesc ,3026.0,46.62222222,11.96055556,False
Monte Politri ,3026.0,44.99111111,7.01861111,True
Furchetta / Furcheta  ,3025.0,46.61222222,11.77333333,False
Sas Rigais  ,3025.0,46.60916667,11.76666667,False
Piz Corbet ,3025.0,46.37972222,9.28027778,False
Corno Bussola / M de Boussolaz ,3024.0,45.79555556,7.73611111,True
Wendenhorn ,3023.0,46.75388889,8.44361111,False
Wurmaulspitze ,3022.0,46.91388889,11.63777778,False
Pte de la Vallaisonnay ,3020.0,45.45805556,6.81777778,True
Pic du Mas de la Grave ,3020.0,45.12083333,6.24611111,True
Cimet ,3020.0,44.29,6.705,True
Viso Mozzo ,3019.0,44.67472222,7.11,True
Piz Blas ,3019.0,46.57722222,8.72805556,False
Gamspleisspitze ,3015.0,46.93166667,10.24194444,False
Hochreichkopf ,3010.0,47.17027778,10.96972222,False
Cima dell'Uomo ,3010.0,46.40611111,11.80833333,False
Monte Giove ,3009.0,46.36138889,8.38805556,False
Acherkogel ,3008.0,47.18916667,10.95666667,False
Monte Avic ,3007.0,45.67694444,7.55472222,True
Älplihorn ,3006.0,46.71083333,9.82583333,False
Ritterkopf ,3006.0,47.1025,12.94944444,False
Furgler ,3004.0,47.04027778,10.51222222,False
Kesselkogel / Catinaccio d'Antermoia ,3002.0,46.47444444,11.64361111,False
Pizzas d'Anarosa / Grauhörner ,3002.0,46.59888889,9.31583333,False
Gigalitz ,3001.0,47.05777778,11.89111111,False
Große Zinne / Cima Grande di Lavaredo ,2999.0,46.61888889,12.30277778,False
Pizzo Centrale ,2999.0,46.57805556,8.615,True
Cima Falkner ,2999.0,46.19333333,10.90472222,False
Piz Beverin ,2998.0,46.6525,9.35777778,False
Pic d'Artsinol ,2998.0,46.115,7.42694444,True
Bric Bouchet /Bric Bucie ,2997.0,44.82194444,7.02388889,True
Hoher Dachstein ,2995.0,47.47527778,13.60555556,False
Roignais ,2995.0,45.64305556,6.68888889,True
Rote Säule ,2994.0,47.14666667,12.44388889,False
Le Mourre Froid ,2993.0,44.63833333,6.40027778,True
Grand Parpaillon ,2990.0,44.49388889,6.65194444,True
Mittler Fanis / Fanis di Mezzo ,2989.0,46.55138889,12.01416667,False
Felber Tauernkogel ,2988.0,47.15777778,12.48388889,False
Piz de la Lumbreida ,2983.0,46.48111111,9.22527778,False
Cima Bagni ,2983.0,46.61527778,12.41027778,False
Pala di San Martino ,2982.0,46.25361111,11.85083333,False
Rosengartenspitze / Cima Catinaccio ,2981.0,46.45472222,11.62083333,False
Aroser Rothorn ,2980.0,46.73777778,9.61388889,False
Ròthòre / Corno Rosso ,2979.0,45.76694444,7.88027778,True
La Tsavre ,2978.0,45.91555556,7.12944444,False
Grand Pic de Belledonne ,2977.0,45.17083333,5.99166667,True
Pic de Colle Blanche ,2975.0,44.75333333,6.1725,False
Monte Redival ,2973.0,46.30861111,10.61416667,False
Tsa at a l'Etsena / Chateleysine ,2971.0,45.80138889,7.39972222,True
Cima Ovest / Westliche Zinne ,2973.0,46.61861111,12.29722222,False
Piz Curvér ,2972.0,46.60333333,9.49722222,False
Wildgrat ,2971.0,47.14055556,10.82666667,False
Schilthorn ,2970.0,46.5575,7.83472222,True
Haut de Cry ,2969.0,46.24027778,7.195,True
Grieshorn ,2969.0,46.45138889,8.39305556,False
Dent de Morcles ,2969.0,46.19916667,7.07555556,True
Piz Daint ,2968.0,46.61861111,10.29083333,False
Neuner / Sas dles Nü ,2968.0,46.63027778,11.98111111,False
Cima del Duca ,2968.0,46.28777778,9.79611111,False
Serottini ,2967.0,46.29083333,10.34777778,False
Schober ,2967.0,47.03444444,13.46833333,False
Haunold ,2966.0,46.68861111,12.2775,False
Schesaplana ,2965.0,47.05361111,9.7075,False
Aig. du Belvédère ,2965.0,45.98777778,6.87361111,True
Reißeck ,2965.0,46.94722222,13.36444444,False
Monte Tagliaferro ,2964.0,45.8725,7.97083333,True
Piz Turettas ,2963.0,46.58694444,10.33472222,False
Pizzo Lucendro ,2963.0,46.53888889,8.51944444,False
Zugspitze ,2962.0,47.42111111,10.98527778,False
Weiße Spitze ,2962.0,46.87194444,12.35777778,False
Rienzenstock ,2962.0,46.68305556,8.635,True
Marchhorn / Pta del Termine ,2962.0,46.44861111,8.4625,False
Tête de l'Estrop ,2961.0,44.28666667,6.50583333,True
Cima Brenta Alta ,2961.0,46.16027778,10.89638889,False
Piz Lagalb ,2959.0,46.43166667,10.02361111,False
Cima Giner ,2957.0,46.23722222,10.7325,False
Piz Miez ,2956.0,46.65472222,8.91666667,False
Tête de L'Enchastraye / Enciastraia ,2954.0,44.3675,6.88833333,False
Torent / Torrone Alto ,2952.0,46.34361111,9.07111111,False
Brunnistock ,2952.0,46.84777778,8.55,False
Crasta Mora ,2952.0,46.57138889,9.86805556,False
Bättlihorn ,2951.0,46.3325,8.09388889,True
Corni di Nefelgiú ,2951.0,46.39555556,8.37944444,True
Hochgrabe ,2951.0,46.84888889,12.42166667,False
Crête de Lacha ,2950.0,45.09722222,6.45944444,True
Asta Soprana ,2950.0,44.20333333,7.31333333,True
Piz Tomül / Wissensteinhorn ,2946.0,46.62333333,9.22833333,False
Piz Cavel ,2946.0,46.65583333,9.01972222,False
Einshorn ,2944.0,46.51611111,9.23027778,False
Gölbner ,2943.0,46.82416667,12.505,False
Hochkönig ,2941.0,47.42027778,13.0625,False
Cime de la Condamine ,2940.0,44.8925,6.51972222,True
Gross Schinhorn / Pta di Valdeserta ,2939.0,46.36111111,8.26083333,True
Pte de la Louïe Blanche ,2939.0,45.66111111,6.91472222,True
Pizzo del Ramulazz S ,2939.0,46.39666667,9.09277778,False
Monte Unghiasse ,2939.0,45.41611111,7.295,True
Pic de Chabrières  ,2938.0,44.57055556,6.62361111,True
Mont / Testa Malinvern ,2938.0,44.19888889,7.18944444,False
Cime di Plator ,2937.0,46.515,10.27055556,False
Pietra Grande ,2937.0,46.23138889,10.89583333,False
Monte Gruf ,2936.0,46.28611111,9.50583333,False
Mont du Grand Capelet ,2935.0,44.07833333,7.4275,False
Cimon del Froppa ,2932.0,46.50722222,12.34055556,False
Monte Pettini ,2932.0,46.53611111,10.2275,False
Bärenhorn ,2929.0,46.57555556,9.23194444,False
Tête du Pelvas/Monte Palavas ,2929.0,44.79,6.99972222,True
Rosställispitz ,2929.0,46.78916667,9.99361111,False
Schwarzhorn ,2928.0,46.68611111,8.07555556,False
Rocher Blanc ,2928.0,45.24166667,6.10722222,True
Badus / Six Madun ,2928.0,46.6225,8.66361111,False
Tête des Lauzières ,2928.0,44.87416667,6.52833333,True
Vollandspitze ,2928.0,47.01861111,10.17666667,False
Eggishorn ,2927.0,46.43138889,8.09416667,True
Cima Bastioni Sud ,2926.0,46.48527778,12.26777778,False
Pizzo del Diavolo della Malgina ,2926.0,46.08472222,10.04666667,False
Edlenkopf ,2923.0,47.13638889,12.92638889,False
Mährenhorn ,2923.0,46.69166667,8.31083333,False
Birkenkofel ,2922.0,46.68083333,12.25666667,False
Mont Revic ,2922.0,45.68916667,7.56444444,True
Hochgasser ,2922.0,47.15055556,12.52194444,False
Aig. du Grand Fond ,2920.0,45.66638889,6.67083333,True
Monte Ciorneva ,2918.0,45.26833333,7.26027778,False
Mulleter Seichenkopf ,2918.0,46.91527778,12.83138889,False
Corno di Flavona ,2918.0,46.24555556,10.89694444,False
Cima Bel Pra ,2917.0,46.48444444,12.24111111,False
Dent Favre ,2917.0,46.21027778,7.10388889,True
Pizzo del Diavolo di Tenda ,2916.0,46.04527778,9.90805556,False
Pte Côte de l'Âne ,2916.0,44.24444444,6.80472222,True
Maresenspitz ,2916.0,47.00416667,13.23027778,False
L'Aupillon ,2916.0,44.44888889,6.57861111,True
Glärnisch ,2915.0,46.995,8.99527778,False
Pflunspitze ,2912.0,47.07944444,10.13277778,False
Cristallina ,2912.0,46.46472222,8.53694444,True
Beco Alto del Piz ,2912.0,44.29888889,6.98083333,False
Monte Torena ,2911.0,46.08833333,10.10305556,False
Pic du Béal Traversier ,2910.0,44.75694444,6.68944444,True
Aig. de Cédéra ,2909.0,44.73861111,6.28472222,False
Grande Séolane ,2909.0,44.33777778,6.54638889,True
Puy Gris ,2908.0,45.29583333,6.14611111,True
Pizzo Diei ,2906.0,46.26472222,8.23805556,False
Les Grandes Aigs ,2905.0,45.70555556,6.785,True
Signal du Lauvitel E ,2904.0,44.93888889,6.0475,True
Pic de Peyre Eyraute ,2903.0,44.82277778,6.63055556,True
Piz Combul ,2901.0,46.22972222,10.04388889,False
Grand Chavalard ,2899.0,46.17861111,7.11305556,True
Becca di Nona ,2898.0,45.83972222,7.41611111,True
Le Pouzenc ,2898.0,44.45916667,6.51694444,True
Monte Frisozzo ,2897.0,46.02444444,10.44916667,False
Holzgauer Wetterspitze ,2895.0,47.20638889,10.36944444,False
Reinhart ,2891.0,47.04222222,12.17972222,False
Regenstein ,2891.0,46.86055556,12.49055556,False
Monte Orsiera ,2890.0,45.06388889,7.10722222,False
Schwarzhorn / Piz Gren ,2890.0,46.6775,9.02277778,False
Monte Re di Castello ,2889.0,46.02166667,10.48333333,False
Vorderseespitze ,2889.0,47.18472222,10.36694444,False
Napfspitze ,2888.0,46.93694444,11.73944444,False
Schildflue ,2887.0,46.88055556,9.95638889,False
Wissigstock ,2887.0,46.84555556,8.50666667,False
Lizumer Reckner ,2886.0,47.14388889,11.63083333,False
Guggernüll ,2886.0,46.52388889,9.27138889,False
Le Chevalier ,2886.0,44.33055556,6.75916667,False
Pizzo Recastello ,2886.0,46.05694444,10.07555556,False
Rietzer Grießkogel ,2884.0,47.24583333,11.05944444,False
Monteaviolo ,2881.0,46.18527778,10.39861111,False
Pte de la Terrasse ,2881.0,45.67083333,6.72472222,True
Piz Fess ,2880.0,46.7275,9.28861111,False
Cima della Sasse ,2878.0,46.35694444,12.06444444,False
Moiazza Sud ,2878.0,46.33833333,12.05805556,False
Pte de Cloutzau ,2878.0,45.00722222,6.7475,False
Peitlerkofel / Sas de Pütia ,2875.0,46.65888889,11.82,False
Eisentälispitze ,2875.0,46.91333333,9.9625,False
Schwalbenkofel ,2873.0,46.65222222,12.27027778,False
Monte Carbonè ,2873.0,44.16027778,7.43055556,True
Monte Agnèr ,2872.0,46.27638889,11.95277778,False
Mont Bégo ,2872.0,44.07388889,7.45083333,False
Tête des Vieux  ,2871.0,45.75888889,6.935,False
Grand Aréa ,2869.0,44.98,6.57333333,True
Kolbenspitze ,2868.0,46.77277778,11.14777778,False
Pta Cornour ,2867.0,44.85055556,7.09305556,False
Tête de Gaulent ,2867.0,44.71888889,6.52555556,True
Nufenenstock ,2866.0,46.46694444,8.38833333,False
Rocher de Plassa ,2865.0,45.37305556,6.68916667,True
Triglav ,2864.0,46.37805556,13.83694444,False
Pala di Meduce ,2864.0,46.50194444,12.2975,False
Poncione di Braga ,2864.0,46.43416667,8.54277778,False
Wandfluhhorn / Pizzo Biela ,2863.0,46.34472222,8.46416667,False
Hochgolling ,2862.0,47.26611111,13.76111111,False
Cima de Barna ,2862.0,46.42055556,9.26361111,False
Le Taillefer ,2857.0,45.03972222,5.92444444,True
Gstellihorn ,2855.0,46.66222222,8.17472222,False
Piz di Sassiglion ,2855.0,46.32277778,10.1125,False
Petite Séolane ,2854.0,44.3575,6.53,True
Cima Ciantiplagna ,2849.0,45.07222222,7.01333333,False
Croda Granda ,2849.0,46.24861111,11.92861111,False
Cima d'Asta ,2847.0,46.17666667,11.60527778,False
Pta Nera ,2847.0,46.51638889,12.19166667,False
Cima del Desenigo ,2845.0,46.20166667,9.56166667,False
Pizol ,2844.0,46.95916667,9.38666667,False
Punta Charrà / Sommet du Charra ,2844.0,45.02138889,6.71027778,False
Weissfluh ,2843.0,46.835,9.79527778,False
Pic de Beaudouis ,2843.0,44.83638889,6.69444444,True
Schneekarkopf ,2843.0,47.14111111,12.03555556,False
Cornone di Blumone ,2843.0,45.95472222,10.45583333,True
Latemar (Diamantiditurm) ,2842.0,46.38111111,11.57527778,False
Cima di Gana Bianca ,2842.0,46.47138889,8.99222222,False
Kirchdachspitze ,2840.0,47.06722222,11.34194444,False
Dürrenstein ,2839.0,46.6725,12.18527778,False
Cima Cadin di San Lucano ,2839.0,46.5775,12.28805556,False
Grand Cheval de Bois ,2838.0,44.2925,6.63388889,False
Kärlskopf ,2836.0,46.88861111,12.23611111,False
Tête du Clotonnet ,2835.0,44.84277778,6.10111111,False
Gamskarlspitz ,2833.0,47.03694444,13.1625,False
Cheval Noir ,2832.0,45.42194444,6.41388889,True
Rocca la Meja ,2831.0,44.39833333,7.06888889,False
Drei Türme / Drusentürme ,2830.0,47.02472222,9.81,False
Aig. de Venosc ,2830.0,44.96805556,6.08722222,True
Grand Pic de la Lauzière ,2829.0,45.45916667,6.36666667,True
Pirchkogel ,2828.0,47.23194444,10.99916667,False
Große Schlenkerspitze ,2827.0,47.24888889,10.61527778,False
Graunock ,2827.0,46.88611111,11.78888889,False
Cime de Bolofré ,2827.0,44.22305556,6.83527778,False
Madrisahorn ,2826.0,46.93111111,9.87222222,False
Kalkwand ,2826.0,47.15388889,11.66166667,False
Grand Perron des Encombres ,2824.0,45.29777778,6.45027778,True
Tête de l'Hivernet ,2824.0,44.62,6.45305556,True
Hoher Herd ,2824.0,47.19944444,12.45,False
Hochmaderer ,2823.0,46.92861111,10.02861111,False
Le Bellachat ,2822.0,45.37972222,6.39694444,True
Riedbock  ,2822.0,46.92861111,13.35666667,False
Monfandì ,2820.0,45.52194444,7.61944444,True
Sulzfluh ,2818.0,47.0125,9.83972222,False
Mont Mounier ,2817.0,44.15472222,6.9725,False
Dosso Resaccio ,2814.0,46.50111111,10.22,False
Sass Maòr ,2814.0,46.2325,11.84805556,False
Vallüla ,2813.0,46.9375,10.1125,False
Cima delle Lose ,2813.0,44.37222222,6.925,False
Frate della Meia ,2812.0,45.75888889,7.92416667,True
Seekofel / Sas dla Porta ,2810.0,46.675,12.0725,False
Valluga ,2809.0,47.1575,10.21305556,False
Monte Campellio ,2809.0,46.05138889,10.47722222,False
Peiderspitze  ,2808.0,47.21972222,11.12166667,False
Seejoch  ,2808.0,47.22444444,11.10305556,False
Pizzo Castello ,2808.0,46.41555556,8.56527778,False
Pic du Frêne ,2807.0,45.3525,6.19833333,True
Haldensteiner Calanda ,2805.0,46.9,9.4675,False
Cima de Gagela ,2805.0,46.38416667,9.17472222,False
Tête à l'Âne ,2804.0,45.98722222,6.77972222,True
Corona di Redorta ,2804.0,46.37555556,8.73222222,False
Schlicker Seespitze ,2804.0,47.14555556,11.27333333,False
Bös Fulen ,2802.0,46.96722222,8.94583333,False
Cima di Ball ,2802.0,46.24305556,11.84444444,False
Corno Mud ,2802.0,45.88444444,7.96388889,True
Rollspitze ,2800.0,46.94638889,11.50777778,False
Rosenjoch ,2796.0,47.18,11.54333333,False
Col Bechei / Pareispitze ,2794.0,46.60777778,12.04444444,False
Kärpf ,2794.0,46.91666667,9.09333333,False
Drättehorn ,2794.0,46.58222222,7.82388889,True
Pizzo Quadro ,2793.0,46.29861111,8.41805556,False
Grand Armet ,2792.0,44.98194444,5.93444444,True
Pta Ciamberline ,2792.0,44.16555556,7.35805556,True
Grande Tête de l'Obiou ,2790.0,44.77472222,5.83972222,True
Pizzo Marumo ,2790.0,46.59833333,8.95944444,False
Muntejela de Senes ,2787.0,46.67166667,12.01833333,False
Le Luisin ,2786.0,46.12083333,6.97,True
Polinik ,2784.0,46.895,13.15805556,False
Schrotkopf ,2784.0,47.20888889,12.54055556,False
Grande Autane ,2782.0,44.64916667,6.28777778,False
Hirzer ,2781.0,46.73722222,11.27666667,False
Tiejer Flue ,2781.0,46.78083333,9.73444444,False
Hohe Warte / Coglians ,2780.0,46.60694444,12.88305556,False
Monte dei Corni ,2779.0,45.57083333,7.63583333,False
Monte Cassorso ,2776.0,44.41777778,7.01805556,False
Grun de Saint-Maurice ,2775.0,44.81611111,6.05722222,False
Imster Muttekopf ,2774.0,47.26722222,10.65166667,False
Pizzo del Sole ,2773.0,46.525,8.76777778,False
Pta Lunella ,2772.0,45.19722222,7.21638889,False
Große Sandspitze ,2770.0,46.76638889,12.81194444,False
Madererspitze ,2769.0,47.025,10.06972222,False
Fallesinspitze ,2769.0,47.18138889,10.30027778,False
Hochsteinflache ,2769.0,47.15888889,11.99777778,False
Hochplattig ,2768.0,47.35305556,10.98861111,False
Il Madone  ,2768.0,46.49194444,8.56694444,False
Dristner ,2767.0,47.11333333,11.83944444,False
Schwarzkopf ,2765.0,47.16694444,12.86083333,False
Schächentaler Windgällen ,2764.0,46.88805556,8.79166667,False
Schwarzberg / Piz Nair ,2764.0,46.60944444,8.67777778,False
Albristhorn ,2763.0,46.49805556,7.48777778,True
Rotenkogel ,2762.0,46.98,12.59888889,False
Rastkogel ,2762.0,47.20416667,11.75111111,False
Pizzo Massari ,2760.0,46.47583333,8.68333333,False
Dent de Barme ,2759.0,46.13194444,6.84194444,True
Grand Ferrand ,2758.0,44.7225,5.81611111,True
Reeti / Rötihorn ,2757.0,46.665,8.01166667,False
Ehrenspitze ,2756.0,46.76388889,11.07777778,False
Roche de l'Abisse/Rocca dell'Abisso ,2755.0,44.14361111,7.505,True
Cima di Cece ,2754.0,46.26083333,11.68388889,False
Monte Telenek ,2754.0,46.0925,10.17916667,False
Jôf dal Montâs ,2753.0,46.43583333,13.43361111,False
Untere Wildgrubenspitze ,2753.0,47.165,10.12638889,False
Östliche Eisentalerspitze ,2753.0,47.07972222,10.1,False
Pic de Valsenestre ,2752.0,44.88666667,6.0675,False
Pte Percée ,2750.0,45.95555556,6.55611111,True
Birkkarspitze ,2749.0,47.41111111,11.43777778,False
Alplerspitz / Mardatsch ,2748.0,46.76166667,11.30111111,False
Sommet de La Frema ,2747.0,44.15194444,6.69861111,False
Hochwildstelle ,2747.0,47.335,13.83083333,False
Corno del Lago ,2747.0,45.67083333,7.78305556,True
Hochwart ,2746.0,46.79083333,11.31888889,False
Cima Bocche ,2745.0,46.35416667,11.75222222,False
Jakobsspitze ,2745.0,46.76305556,11.49166667,False
Sadnig ,2745.0,46.94111111,12.98916667,False
Hochwanner ,2744.0,47.39611111,11.05583333,False
Roteck ,2742.0,47.23,13.85055556,False
Ärmighore ,2742.0,46.54166667,7.71361111,False
Madom Gröss ,2741.0,46.36666667,8.83111111,False
Cima Carnera ,2741.0,45.855,7.97027778,True
Škrlatica ,2740.0,46.43277778,13.82111111,False
Kasereck ,2740.0,47.2375,13.77166667,False
Schenadüi ,2738.0,46.5525,8.74861111,False
Spitzhorli ,2737.0,46.26444444,7.98055556,False
Monte Zucchero ,2735.0,46.35416667,8.71416667,False
Kaltwasserkarspitze ,2733.0,47.40305556,11.45055556,False
Dremelspitze ,2733.0,47.235,10.59583333,False
Pic des Cabottes ,2732.0,45.24194444,6.06388889,True
Clot de la Cime ,2732.0,44.81666667,6.72194444,True
Monte Borga ,2731.0,46.09305556,10.20833333,False
Dzerbion /Monte Zerbion ,2720.0,45.78833333,7.66388889,True
Le Grand Coin ,2729.0,45.34611111,6.40222222,True
Kesselspitze ,2728.0,47.10055556,11.36472222,False
Bergwerkskopf  ,2728.0,47.225,10.60916667,False
Sas de Mezdi / La Mesola ,2727.0,46.47194444,11.8775,False
Pizzo di Claro ,2727.0,46.29583333,9.05555556,False
Pizzo di Prata ,2727.0,46.2775,9.45555556,False
Großer Bettelwurf ,2726.0,47.34416667,11.52,False
Hirzer ,2725.0,47.21777778,11.66305556,False
Schmalzkopf ,2724.0,46.93138889,10.53583333,False
Weiße Wand ,2722.0,46.94583333,11.81361111,False
Hochwand ,2719.0,47.35861111,11.01583333,False
Spitzkofel ,2717.0,46.77222222,12.74333333,False
Serles ,2717.0,47.12388889,11.38111111,False
Ortstock ,2716.0,46.92527778,8.94805556,False
Valisera ,2716.0,46.96083333,9.95583333,False
Cima Ambrizzola ,2715.0,46.47916667,12.09805556,False
Colàc ,2715.0,46.44138889,11.7825,False
Watzmann ,2713.0,47.555,12.92305556,False
Pizzo Straciugo ,2713.0,46.13222222,8.12083333,False
Croda da Campo ,2712.0,46.58944444,12.43416667,False
Weißeck ,2711.0,47.1625,13.39416667,False
Mont Saint-Sauveur ,2711.0,44.16472222,7.13555556,False
Mont Gond ,2710.0,46.28555556,7.26361111,True
Pic de Bure ,2709.0,44.62666667,5.935,False
Hochkreuz ,2709.0,46.815,13.07416667,False
Gsür ,2708.0,46.51083333,7.51972222,False
Coston di Slavaci ,2708.0,46.26222222,11.71694444,False
Cima dei Preti ,2706.0,46.3425,12.42083333,False
Penser Weißhorn ,2705.0,46.80194444,11.39555556,False
Pizzo Montalto ,2705.0,46.0975,8.13305556,False
Rote Wand ,2704.0,47.18638889,9.985,False
Monte Fraiteve ,2702.0,44.97722222,6.86138889,False
Waldhorn ,2702.0,47.29611111,13.8175,False
Rotsandnollen ,2700.0,46.80055556,8.34388889,False
Cima Iuribrutto ,2697.0,46.35916667,11.76527778,False
Großer Lafatscher ,2696.0,47.34555556,11.45277778,False
Monte Peralba ,2694.0,46.62944444,12.71944444,False
Piz de Groven ,2694.0,46.31833333,9.15916667,False
Grand Coyer ,2693.0,44.10055556,6.69027778,False
Tête du Colonney ,2692.0,45.97166667,6.69083333,True
Ilmspitze ,2692.0,47.05722222,11.33027778,False
Große Kinigat / Monte Cavallino ,2689.0,46.67527778,12.52444444,False
Piz Pian Grand ,2689.0,46.4175,9.15555556,False
Aigs de la Pennaz ,2688.0,45.745,6.69944444,True
Hochfeind ,2687.0,47.18722222,13.495,False
Schwabenalpenkopf ,2687.0,46.64527778,12.28666667,False
Grand Mont ,2686.0,45.63194444,6.53722222,True
Cima del Serraglio ,2685.0,46.59277778,10.24222222,False
Deichselspitze ,2684.0,47.27027778,13.82222222,False
Chapeau de Gendarme ,2682.0,44.33833333,6.66583333,False
Leutascher Dreitorspitze ,2682.0,47.40055556,11.12444444,False
Hochstadel ,2681.0,46.76,12.85722222,False
Mosermandl ,2680.0,47.20611111,13.39611111,False
Mangart ,2679.0,46.43944444,13.65472222,False
Spullerschafberg ,2679.0,47.17388889,10.07583333,False
Pta Tempesta ,2679.0,44.42194444,7.13833333,False
Cima di Santa Maria ,2678.0,46.21277778,10.95083333,False
Gaflunakopf ,2676.0,47.06388889,10.13472222,False
Piz della Forcola ,2675.0,46.31638889,9.29333333,False
Mont Pépoiri ,2674.0,44.11083333,7.20277778,False
Mont Rougnous ,2673.0,44.18416667,6.87388889,False
Elendberg ,2672.0,47.28388889,13.74694444,False
Ballunspitze ,2671.0,46.95527778,10.135,False
Stübele / Stubele ,2671.0,46.46777778,10.93666667,False
Sas Ciampac / Ciampatsch ,2671.0,46.56305556,11.83527778,False
Le Grand Miceau ,2669.0,45.37111111,6.21222222,True
Monte Duranno  ,2668.0,46.32888889,12.40277778,False
Südliche Sonnenspitze ,2668.0,47.38666667,11.47777778,False
Jôf Fuart / Wischberg / Viš ,2666.0,46.43055556,13.49138889,False
Les Avoudrues ,2666.0,46.10111111,6.81305556,True
Monte Bruffione ,2665.0,45.94222222,10.49138889,True
Monte Cernera ,2664.0,46.46888889,12.05833333,False
Toblacher Pfannhorn ,2663.0,46.78388889,12.28416667,False
Hohe Munde ,2662.0,47.34777778,11.07194444,False
Grünstein ,2661.0,47.34888889,10.92138889,False
Pte Rousse des Chambres ,2660.0,46.11277778,6.82027778,True
Pizzo Giezza ,2658.0,46.17916667,8.19666667,False
Piz Toissa ,2657.0,46.61861111,9.525,False
Großer Krottenkopf ,2656.0,47.31166667,10.35583333,False
Ilmenspitze /Cima degli Olmi ,2656.0,46.48194444,10.96388889,False
Selbhorn ,2655.0,47.44694444,12.96361111,False
Sommet du Guiau ,2654.0,45.02,6.67361111,False
Faulkogel ,2654.0,47.21611111,13.3725,False
